Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2384,01/09/2015,FXMartIndia,Payment Services platform,nan,Chandigarh,Flipkart,Private Equity,N/A,Strategic Investment (Majority Stake)
2385,01/09/2015,Stylecracker,Personalized Styling platform,nan,Mumbai,Group of HNI investors,Private Equity,"10,00,000",Series A
2386,01/09/2015,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,nan,Gurgaon,Reliance Capital,Private Equity,"9,00,000",Series A
2387,02/09/2015,HolaChef,Food Delivery Platform,nan,Mumbai,Ratan Tata,Private Equity,N/A,Part of Series A raised in June 2015
2388,02/09/2015,Zivame,Online Lingerie Marketplace,nan,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,"4,00,00,000",Series C
2389,02/09/2015,Capillary Tech,Cloud software solutions,nan,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,"4,50,00,000",Series D
2390,03/09/2015,Jobspire,Job Search Platform,nan,Bangalore,Purvi Capital,Seed Funding,"2,60,000",
2391,03/09/2015,MeraDoctor,Doctor consultancy Mobile App,nan,Mumbai,India Quotient & other investors,Seed Funding,N/A,
2392,03/09/2015,Vistaar Finance,Small Business Financing (NBFC),nan,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,"4,00,00,000",
2393,03/09/2015,HiJinny,Beauty & Wellness Services Marketplace,nan,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,N/A,
2394,04/09/2015,Clapsnslaps,Online Movie Review Platform,nan,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,"1,50,000",
2395,04/09/2015,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,nan,Mumbai,Ashish Jhalani,Seed Funding,"1,00,000",
2396,04/09/2015,RoomCentral,Cloud-based Hotel Booking Platform,nan,Bangalore,Karanpal Singh,Seed Funding,"20,00,000",
2397,07/09/2015,YouthKiAwaaz,Community Driven News/Views Platform,nan,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,"6,00,000",
2398,07/09/2015,Prozo,Study Material Marketplace,nan,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,"2,05,000",
2399,07/09/2015,Zomato,Restaurant Ratings & Reviews platform,nan,Gurgaon,"Temasek, Vy Capital",Private Equity,"6,00,00,000",Late Stage
2400,07/09/2015,Sahayog Dairy,Dairy Based Product Manufacturer,nan,Bhopal,Acumen Fund,Private Equity,"18,00,000",Series A
2401,08/09/2015,MockBank,Government Test Preparation platform,nan,Bangalore,Blume Ventures,Seed Funding,"4,00,000",
2402,08/09/2015,ReportBee,Smart Report Cards for Schools,nan,Chennai,India Educational Investment Fund,Seed Funding,N/A,
2403,08/09/2015,GuruG Learning,Teacher empowerment platform,nan,Bangalore,India Educational Investment Fund,Seed Funding,N/A,
2404,10/09/2015,OnlineTyari,Multilingual Test Preparation Platform,nan,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,"7,70,000",Series A
2405,10/09/2015,IndustryBuying,Industrial Tools Marketplace,nan,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,"92,00,000",Series B
2406,10/09/2015,The/Nudge Foundation,Non Profit Organization to alleviate poverty,nan,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"3,15,000",
2407,11/09/2015,FitMeIn,Gym & Fitness Studios Subscription platform,nan,New Delhi,Green House Ventures,Seed Funding,"1,00,000",
2408,11/09/2015,Envoged,pre-used luxury item Marketplace,nan,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,N/A,
2409,11/09/2015,Zapyle,pre-used apparel shopping mobile app,nan,Bangalore,N/A,Seed Funding,"10,00,000",
2410,11/09/2015,Renomania,Home Design & D\\xc3\\xa9cor platform,nan,New Delhi,Subodh Gupta,Seed Funding,N/A,
2411,12/09/2015,CredR,Used Vehicles Marketplace,nan,Mumbai,Eight Road Ventures,Private Equity,"1,50,00,000",Series A
2412,12/09/2015,YatraGenie,Online Bus & Cab ticketing platform,nan,Hyderabad,Ash Bhardwaj,Private Equity,N/A,Series A
2413,14/09/2015,CanvasFlip,Mobile App testing platform,nan,Hyderabad,Bessemer Venture Partners,Seed Funding,"12,00,000",
2414,14/09/2015,Shadowfax,Hyperlocal Delivery Services,nan,Gurgaon,Eight Roads Ventures,Private Equity,"90,00,000",Series A
2415,14/09/2015,UE Life Sciences,Early Cancer Detection Solutions,nan,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,"30,00,000",Series A
2416,14/09/2015,Ola Cabs,Cab rental Mobile app,nan,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,"22,50,00,000",Late Stage
2417,15/09/2015,Coverfox,Online Insurance Distribution Platform,nan,Mumbai,Cataraman Ventures,Private Equity,"20,00,000",Part of $12M Series B funding
2418,15/09/2015,MoEngage,Mobile Marketing Automation Platform,nan,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,"42,50,000",Series A
2419,15/09/2015,Mubble,Prepaid Mobile Bill Manager App,nan,Bangalore,Nandan Nilekani,Seed Funding,N/A,
2420,15/09/2015,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,nan,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"10,00,000",
2421,15/09/2015,Room on Call,Branded Budget Hotel Marketplace,nan,Noida,Payal Syal,Seed Funding,"3,00,000",
2422,15/09/2015,FYNE,Home Fitting & Fixtures Marketplace,nan,Bangalore,Sandeep Dama & Others,Seed Funding,N/A,Pre-Series A
2423,16/09/2015,ChaiPoint,Food Subscription platform,nan,Bangalore,Eight Roads Ventures,Private Equity,"1,00,00,000",Series A
2424,16/09/2015,WedmeGood.com,Wedding Planning Platform,nan,Gurgaon,Indian Angel Network,Seed Funding,"4,10,000",
2425,16/09/2015,XSTOK,B2B Mobile Auction Marketplace,nan,Mumbai,Oliphans Capital,Seed Funding,"4,50,000",
2426,17/09/2015,UniLog,ECommerce Data Analytics Platform,nan,Bangalore,Kalaari Capital,Private Equity,N/A,
2427,17/09/2015,Paintcollar,Designer Merchandize Marketplace,nan,Mumbai,Applyifi,Seed Funding,N/A,Bridge Funding
2428,17/09/2015,YepMe,Private label Fashion eTailer,nan,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,"7,50,00,000",Series D
2429,17/09/2015,Bueno,Online Food ordering & delivery,nan,Gurgaon,High Networth Individuals (No details),Seed Funding,"6,00,000",
2430,18/09/2015,Plabro,Real Estate Broker Platform App,nan,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"3,50,000",
2431,18/09/2015,CureJoy,Online Health & Wellness platform,nan,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,"11,50,000",Pre-Series A
2432,18/09/2015,Briston Technomach,Internet of Things platform,nan,New Delhi,Undisclosed,Seed Funding,"1,50,000",
2433,18/09/2015,LabStreet,Diagnostic Labs aggregator platform,nan,Gurgaon,Multiple investors,Seed Funding,"1,50,000",
2434,19/09/2015,DailyNinja,Hyperlocal Delivery Platform,nan,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,N/A,
2435,21/09/2015,Portea Medical,Home Medical Care Services,nan,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"3,75,00,000",
2436,21/09/2015,Neotrade Analytics,Real-Time stock data platform,nan,Bangalore,Rainmatter,Seed Funding,"2,35,000",
2437,21/09/2015,DishCo,Food discovery & table booking app,nan,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,N/A,
2438,21/09/2015,LafaLafa,coupons and cashback aggregator app,nan,Mumbai,500 Startups,Seed Funding,"1,25,000",thru Accelerator
2439,21/09/2015,ConnectAbank,Financial Products lead generation platform,nan,Mumbai,Prakhar Bumb,Seed Funding,N/A,
2440,22/09/2015,VillFarm,Sustainable Agri-inputs Firm,nan,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,N/A,
2441,22/09/2015,Bestdealfinance,Financial Services Portal,nan,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,"30,00,000",Series A
2442,22/09/2015,GameXS.in,Pre-owned games Marketplace,nan,New Delhi,Lead Angels,Seed Funding,N/A,
2443,22/09/2015,The Man Company,Content-based Subscription eCommerce platform,nan,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,N/A,
2444,22/09/2015,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",nan,Bangalore,Swarnim Multiventures,Private Equity,"8,00,000",Pre-Series A
2445,22/09/2015,Furdo,Online Interior Designing platform,nan,Bangalore,Bhavdeep Reddy,Seed Funding,"4,00,000",
2446,22/09/2015,LogiNext,End-to-end Logistics platform,nan,Mumbai,Paytm,Private Equity,"1,00,00,000",Series A
2447,22/09/2015,Korra,Private Label Apparel sales,nan,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"3,00,000",
2448,23/09/2015,Credihealth,Healthcare Consulting platform,nan,Gurgaon,Rajat Malhotra,Seed Funding,N/A,
2449,23/09/2015,Amigobulls,Stock Market Portal,nan,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,N/A,
2450,23/09/2015,SilverPush,Cross-device retargeting platform,nan,Gurgaon / SFO,M&S Partners,Private Equity,"12,00,000",Series A
2451,23/09/2015,Juggernaut,Digital & Physical Publishing platform,nan,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,"22,50,000",Series A
2452,23/09/2015,InnerChef,Food Delivery Platform,nan,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,"17,50,000",pre-Series A
2453,24/09/2015,Quintype,Data Driven Publishing platform,nan,Bangalore,Raghav Bahl,Private Equity,"33,00,000",
2454,24/09/2015,Capabiliti,Employee OnBoarding & Orientation platform,nan,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"4,00,000",
2455,24/09/2015,Fourth Partner Energy,Solar Power Solutions company,nan,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"20,00,000",Series A
2456,24/09/2015,Licious,Online Meat Ordering platform,nan,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"10,00,000",
2457,25/09/2015,TravelKhana,online meal-booking platform for train travelers,nan,New Delhi,Astarc Ventures & Others,Seed Funding,N/A,Pre-Series A
2458,28/09/2015,Quickli,hyperlocal delivery platform,nan,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,N/A,
2459,28/09/2015,Ola Cabs,Cab Booking app platform,nan,Bangalore,Didi Kuaidi,Private Equity,"3,00,00,000",late Stage (part of $500M funding rnd)
2460,29/09/2015,Paytm,E-Commerce & M-Commerce platform,nan,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"68,00,00,000",Late Stage (Alibaba @ 40% equity)
2461,29/09/2015,Inmobi,Mobile Advertising platform,nan,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"10,00,00,000",Late Stage
2462,29/09/2015,Peppertap,Hyperlocal Grocery Delivery,nan,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"3,60,00,000",Series B
2463,29/09/2015,Hugefly,Ecommerce Product recommendation platform,nan,Pune,Mayank Singhal and others,Seed Funding,N/A,
2464,29/09/2015,Brigge,Activity Based Social Network,nan,Chennai,The Chennai Angels,Seed Funding,N/A,
2465,29/09/2015,Zakoopi,Fashion Discovery platform,nan,New Delhi,Uniqorn Ventures,Seed Funding,"3,50,000",
2466,29/09/2015,LoanCircle,Consumer lending marketplace,nan,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,N/A,
2467,30/09/2015,Infoworks,Big Data Management Platform,nan,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"50,00,000",
2468,30/09/2015,RedDoorz,Budget Accommodation Platform,nan,Noida,Jungle Ventures,Seed Funding,"10,00,000",
2469,30/09/2015,FirstTouch,Local Mobile OS,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,N/A,Super angel round
2470,30/09/2015,Eywa Media,Digital Signal processing platform,nan,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"10,00,000",
2471,01/08/2015,Snapdeal,Ecommerce Marketplace,nan,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"50,00,00,000",Late Stage Round 7th (More details)
2472,01/08/2015,Ressy,Restaurant Discount app,nan,Pune,Mohandas Pai & others,Seed Funding,"4,00,000",
2473,03/08/2015,Cuelearn,Tech-enabled learning,nan,New Delhi,Alok Mittal,Seed Funding,N/A,
2474,03/08/2015,Connect India,ECommerce Logistics provider,nan,New Delhi,Aavishkaar,Private Equity,"50,00,000",Series A
2475,03/08/2015,The Home Salon,on-demand home beauty and wellness portal,nan,Mumbai,VentureNursery,Seed Funding,N/A,
2476,03/08/2015,Jusride,Self Driven Car rental,nan,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,N/A,
2477,03/08/2015,Oyorooms,Budget Hotel accommodation brand,nan,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,"10,00,00,000",Series B
2478,03/08/2015,Glowship,Energy & Environment Online Marketplace,nan,Bangalore,Infuse Ventures,Seed Funding,N/A,
2479,03/08/2015,Wizrocket,User Engagment & Analytics platform,nan,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"96,00,000",Series B
2480,04/08/2015,Pickingo,On-Demand Delivery Logistics,nan,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"13,00,000",Series A
2481,05/08/2015,Grex,fund raising platform for startups,nan,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"6,50,000",
2482,05/08/2015,LetsTransport,Logistics Tech Platform,nan,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"13,00,000",
2483,05/08/2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"3,00,00,000",Series A
2484,05/08/2015,Doormint,Hyperlocal Handyman services,nan,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"30,00,000",Series A
2485,05/08/2015,NightStay,hotel booking app,nan,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000",
2486,05/08/2015,Zocalo,Rental Accomodation finder,nan,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,N/A,
2487,05/08/2015,Sunday Realty Solutions,Tech Platform for property brokers,nan,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"7,85,000",
2488,06/08/2015,Klozee,Luxury Apparel rental,nan,Bangalore,Tracxn Labs,Seed Funding,N/A,
2489,06/08/2015,Appvigil,App security\\xc2\\xa0 testing platform,nan,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"5,00,000",pre Series-A
2490,06/08/2015,practo,Doctor Appointment booking app,nan,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"9,00,00,000",Series C
2491,06/08/2015,LoudShout,anonymous bulletin board app,nan,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,N/A,
2492,06/08/2015,Wetravelsolo,Travel community platform,nan,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,N/A,
2493,06/08/2015,Ketto,Crowd funding platform,nan,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"7,00,000",
2494,06/08/2015,Ezetap,Mobile based PoS solution,nan,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"2,50,00,000",Series C
2495,06/08/2015,NDTV ecommerce venture,Car & Bike ecommerce platform,nan,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,N/A,Series A
2496,07/08/2015,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,nan,Gurgaon,YouWeCan Ventures,Seed Funding,"6,30,000",
2497,07/08/2015,EasyRewardz,Loyalty Programs & Reward Points,nan,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"5,00,000",Pre-Series A
2498,07/08/2015,GIBSS,Energy saving solutions provider,nan,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,N/A,Series A
2499,07/08/2015,StoreMore.in,Self-Storage Spaces,nan,Noida,Bedrock Ventures,Seed Funding,N/A,
2500,07/08/2015,iOrderFresh,Grocery retail Mobile app,nan,New Delhi,Best Foodworks,Seed Funding,N/A,
2501,10/08/2015,MyTaxiIndia,Taxi Rental platform,nan,Gurgaon,"Nihon Kotsu,",Private Equity,"5,00,000",Pre Series-A
2502,10/08/2015,eSadar,ecommerce,nan,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",
2503,10/08/2015,Actionable Analytics,Machine Learning Platform,nan,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,N/A,
2504,10/08/2015,MyPoolin,mobile social network,nan,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"2,50,000",QPrize Contest Winners
2505,10/08/2015,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,nan,New Delhi,Sequoia Capital,Private Equity,"1,60,00,000",Series A
2506,10/08/2015,Inkmonk,Online printing marketplace,nan,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"2,50,000",
2507,10/08/2015,ToneTag,mobile payment software platform,nan,Bangalore,Reliance Capital Venture,Private Equity,"10,00,000",Series A
2508,10/08/2015,Grey Orange,Automated Storage & Warehousing Solution,nan,Gurgaon,Tiger Global Management,Private Equity,"3,00,00,000",Series B
2509,11/08/2015,Livspace,Home Design & D\\xc3\\xa9cor solutions,nan,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"80,00,000",Series A
2510,11/08/2015,WOW! MOMO,Quick Service Restaurant Chain,nan,Kolkata,Indian Angel Network,Seed Funding,"16,00,000",
2511,11/08/2015,RainCan,Subscription based Online Grocery platform,nan,Pune,Ajeet Khurana & Others,Seed Funding,"1,00,000",
2512,11/08/2015,Allygrow Technologies,engineering services company,nan,Mumbai,Zodius Technology Fund,Private Equity,"2,00,00,000",Series A
2513,11/08/2015,Infogain,Business and IT consulting,nan,New Delhi / US,ChrysCapital,Private Equity,"6,30,00,000",N/A
2514,12/08/2015,OneAssist,Credit Card Fraud protection solutions,nan,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"75,00,000",Series B
2515,12/08/2015,BigBasket,Online & mobile Grocery store,nan,Bangalore,Bessemer Venture Partners,Private Equity,"5,00,00,000",Series C
2516,12/08/2015,Sheroes,Career Community for Women,nan,Noida,"Quintillion Media, 500 Startups",Seed Funding,"7,70,000",
2517,12/08/2015,Scripbox,Mutual Fund Investing platform,nan,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"25,00,000",Series A
2518,13/08/2015,etaout,Ecommerce Marketing Software Platform,nan,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,"5,00,000",
2519,13/08/2015,IFMR Holdings,Financial Inclusion platform,nan,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"2,50,00,000",Series B
2520,13/08/2015,Massblurb,Digital Marketing automation solution,nan,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,N/A,
2521,13/08/2015,Agrostar,Mobile Commerce for Farmers,nan,Pune,IDG Ventures,Private Equity,"40,00,000",Series A
2522,14/08/2015,VoxWeb,Picture based Social App,nan,Mumbai,Jitendra Gupta & others,Seed Funding,"1,00,000",
2523,14/08/2015,Trukky,Logistics service platform,nan,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"2,45,000",
2524,14/08/2015,VanityCube,On-Demand Beauty Services,nan,New Delhi,Group of angel investors,Seed Funding,N/A,
