rating,date,variation,verified_reviews,feedback
4,27-Jul-18,Black  Spot,"Yes it met my expectations.  The snooze on the alarm needs a but of work.  Tap it and it snoozes, swipe up and it prompts you to dismiss.  But without my glasses I can't read it and often it just snoozes.  Then one day I must have dismissed tomorrow's alarm because it never went off.  I have it set for Mon-Thu.  Fri I don't need to get up early.  A more apparent indicator of the alarm set would be nice.  My old alarm had a red light.",1
5,27-Jul-18,Black  Spot,"Great product, and i like the screen for a alarm clock",1
5,27-Jul-18,Black  Spot,"Such a fun, easy, and convenient device to have around the house. No need to pick up my phone to look something up, just a few words and the world is at your fingertips. The speaker puts off great sound and the screen is crisp. The price is right for a device like this.",1
4,27-Jul-18,Black  Spot,"A great replacement for the bedside alarm clock, which had a funny habit of going off at 12am every time the cleaning ladies came through. We mostly use it to turn the ceiling fan lights on and off, while leaving the fan running. Only gripe would be the mic sensitivity, which doesn't appear be as good as the View or Gen2. It can get a little frustrating having to repeat yourself.",1
5,27-Jul-18,White  Spot,This product has made my life much simpler with a little one. I use it a lot for music and when i have my hands full turning it on/off or up/down is a breeze. The screen is a great novelty where i can watch the news!,1
4,27-Jul-18,White  Spot,Works well and was easy to set up.,1
5,27-Jul-18,Black  Spot,"Love my spot, it now acts as my new alarm.",1
5,27-Jul-18,White  Spot,This is the one of my favorite Amazon devices.  Have one in my bedroom and use as alarm clock. Perfect addition to our home of Alexa devices.,1
5,27-Jul-18,Black  Spot,"Wasn't so sure about bringing &#34;smart technology&#34; into my home, but I'm hooked! I love the sleek look of the Echo Spot on my nightstand and how easy it was to set up and use. I also love that it scrolls the news, local weather, and give suggestions of what to ask Alexa. I use this as my alarm clock, speaker, and have it sync'd with the Etekcity Voltson Wi-Fi Smart Plugs to control the lighting in my apartment.",1
5,27-Jul-18,White  Spot,Love it,1
1,27-Jul-18,Black  Spot,You need a Harvard law degree to operate this thing! It's going back very soon!,0
5,26-Jul-18,Black  Spot,Love it getting use to it and Alexa is getting use to my voice . Sometimes she doesn't answer but I think it has to do when internet is low or is updating or my voice isn't strong. Over all I haven't had any of the annoying stuff that everyone is complaining about. Thank goodness I didn't listen to those reviews.  And paid attention to the Apple guy .,1
2,26-Jul-18,Black  Spot,product turns on randomly and sometimes at night,0
5,26-Jul-18,White  Spot,I used it as an alarm clock  i lov it,1
3,26-Jul-18,Black  Spot,It was much smaller than I was expecting for the cost.,1
5,26-Jul-18,Black  Spot,I’m amazed,1
5,26-Jul-18,White  Spot,Alexa wakes me up everyday for work to whatever station on Iheart radio or Spotify I want. Plus when I do get smart home devices she’ll be even more useful to me! She’s really helpful with answering random questions. The small screen sucks for video as it is small and round but it’s nice to have something to show time and pictures.,1
5,26-Jul-18,Black  Spot,Fun so far...still learning how it all works,1
5,26-Jul-18,Black  Spot,"I purchased this on prime day mostly as a present for myself because I found having the echo plus on my kitchen counter to be overwhelming when cooking, cutting, cleaning, etc. especially when our counters aren’t very wide to begin with. After going back and forth between this and the show I decided on this because I felt it had all the same features but is more compact. I can honestly say I have no regrets. While I probably wouldn’t watch a movie I’d been dying to see on this, it’s a great way to listen to music, watch a quick YouTube video, etc. I even attempted watching “Jaws” on this and while it wasn’t the most comfortable thing for my eyes to do, it wasn’t as bad as one would think. I would definitely recommend!",1
5,26-Jul-18,Black  Spot,We love the echo spot I use it on my nightstand for alarm clock and play iHeartRadio radio while getting dressed!!,1
5,26-Jul-18,Black  Spot,It was easy set up.  I use it more than I thought.,1
1,26-Jul-18,Black  Spot,I would love this but there is no way to stop the screen from constantly scrolling through “things to try”. If Amazon would make this a setting I would change my review to 5 stars.,0
5,26-Jul-18,Black  Spot,"I am a small business owner with no staff. With the Alexa driven Echo Spot, I feel like I've hired my first assistant! My Echo Spot keeps me organized, updated, and assistance when I need information that will help my day run more smoothly. I love my Echo Spot so much, I bought 2 more for my kids who love their Echo Spot too! I highly recommend this product.Suggested improvement for future versions, make the Echo Spot wireless. 😊",1
5,26-Jul-18,Black  Spot,"Bedroom clock , ask questions,  weather reportsAlarm clock ⏰. Music 🎶 download music",1
4,26-Jul-18,White  Spot,Speakers are not as loud as Google Home,1
2,26-Jul-18,White  Spot,I haven't figured out how to make or receive calls.  Device tells me I need to register and I do not know what to do.,0
5,26-Jul-18,Black  Spot,"I need to get some better controls for custom displays and the ability to make my own clock, but that's asking a lot. In general, great device; glad I got it.",1
5,26-Jul-18,White  Spot,Great buy!,1
5,26-Jul-18,White  Spot,"Gave it my daughter for her birthday, she loves it! Sound is amazing, she plays music on it constantly. Worth every penny. This is the third amazon device purchased, we have 2 echo shows and now the spot.",1
4,26-Jul-18,White  Spot,"I use the product as an alarm clock. I love being able to set my schedule for the week and not worry about it. When images are shown, they are cut off. Little because its trying to fit it into a circle.",1
4,26-Jul-18,Black  Spot,Love the ease of use and convenience the echo spot has offered,1
1,26-Jul-18,Black  Spot,"Great product and I would give 5 stars - but you can't scroll face cards without having the stupid &#34;try and ask Alexa&#34; suggestions pop up.  Yes you can have it scroll once, and just stay on the clock, but I like having other cards as well. God its the worst and SO irritating.  I got it super cheap, so i just face the screen toward the wall and treat it like a Dot instead of a Spot.  What a dumb move on Amazons​ part.",0
4,26-Jul-18,Black  Spot,"Love that I have command access to news such as Bloomberg TV, NPR, etc.Highly recommend that you gain access to Alexa app before setting up Device and get familiar with key features/services...such as setting up your daily commute.If family and friends have Spot...then it’s a great substitute for Skype and Face Time...you can always “drop in” when missing loved ones or just to catch up.",1
5,26-Jul-18,Black  Spot,good size screen and gets good range for voice commands. sometimes it picks up weird commands when I'm watching tv though. Great product for the price if you don't need the big show screen.,1
4,26-Jul-18,White  Spot,"It is a good addition to my small space, and it keeps me up to date on events and weather conditions.",1
5,26-Jul-18,Black  Spot,Best thing I have ever owned! Started with the dot and now added the spot and I love iy,1
5,26-Jul-18,White  Spot,I love it the coolest thing since sliced bread,1
1,26-Jul-18,White  Spot,"This product is a complete waste of money. When you ask Alexa a question ""she"" either doesn't know the answer, gives you the wrong answer or finds information off of Wikipedia!",0
2,26-Jul-18,White  Spot,"Honestly it's no different from the Echo dots I already own,  other then occasionally seeing the lyrics to a song I'm listening too i really don't see the difference.",0
5,26-Jul-18,Black  Spot,"I got this for my husband on Prime Day. He loves it as his alarm clock and smart device. This is our 3rd Echo device, and we have them all connected throughout the house. Although you can deactivate the camera, we also chose to cover it since the device is in our bedroom. I'm not comfortable with having a camera in the room (no, we don't bring our cell phones in the room).",1
5,26-Jul-18,Black  Spot,"Great product, what they don't tell you is that once you allow a &#34;Drop In&#34;  they can drop in anytime!!!  While they are sleeping, while we are yelling at them, while anything.",1
5,26-Jul-18,Black  Spot,"I have two. One in my computer room and the other that I move around out on the deck. Not great for watching video, but it can be done. With the added sound you don't get from the Echo Dot, it is perfect for the location I have it in. Add whole house music, and you have just arrived in Nervana.",1
4,25-Jul-18,Black  Spot,Surprisingly handy. Wish it had more options geared towards it being on your nigh stand. Like an even dimmer setting.,1
